Timestamp,Tag Status,Tag ID,Speed
2024-06-09 16:12:33,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:12:35,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:12:36,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:12:40,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:12:41,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:12:42,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:12:46,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:12:47,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:12:48,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:12:52,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:12:53,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:12:54,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:12:58,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:12:59,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:13:00,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:13:05,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:13:06,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:13:07,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:13:11,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:13:12,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:13:13,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,0.0
2024-06-09 16:13:17,STAND BY,RFID IS READING,2.6
2024-06-09 16:13:17,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,2.6
2024-06-09 16:13:18,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,2.6
2024-06-09 16:13:19,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,2.6
2024-06-09 16:13:19,TAG 4,RFID IS READING,2.2
2024-06-09 16:13:22,STAND BY,RFID IS READING,2.6
2024-06-09 16:13:24,STAND BY,RFID IS READING,3.5
2024-06-09 16:13:25,TAG 4,E2-00-20-23-12-05-EE-AA-00-01-00-87,3.5
